Vehicle Type: Chevy Corvette (V8) 1998
Creation Date: 12/11/2012 4:57 PM
Notes: 

[Markers]

[Data]
Frame,Time,Engine RPM (SAE) rpm,Vehicle Speed (SAE) mph,Throttle Position (SAE) %,Ignition Timing Advance (SAE) °,Knock Retard °,Mass Air Flow (SAE) lb/min,Manifold Absolute Pressure (SAE) kPa,Engine Coolant Temp (SAE) °F,Intake Air Temp (SAE) °F,Delivered Engine Torque ft.lb,Trans Current Gear,Trans Input Shaft RPM rpm,Trans Output Shaft RPM rpm,TCC Mode,Delivered Trans Torque ft.lb,O2 Voltage B1S1 mV,O2 Voltage B2S1 mV,INJ. Pulse Width Avg. Bank 1 msec,INJ. Pulse Width Avg. Bank 2 msec,Short Term Fuel Trim Bank 1 (SAE) %,Short Term Fuel Trim Bank 2 (SAE) %,Long Term Fuel Trim Bank 1 (SAE) %,Long Term Fuel Trim Bank 2 (SAE) %,Cylinder Airmass g/cyl,Fuel Trim Cell,O2 Voltage B1S2 mV,O2 Voltage B2S2 mV,Fuel Tank Level gal
146,00:35.038,764,0,11,19.5,0.0,1.456,44.0,90,68,54,1,0.0,0.0,0,54,260,694,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,534,18.32
147,00:35.756,764,0,11,19.5,0.0,1.456,44.0,90,68,52,1,0.0,0.0,0,52,252,625,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,538,18.32
148,00:35.865,759,0,11,19.5,0.0,1.456,45.0,90,68,52,1,0.0,0.0,0,52,252,625,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,538,18.32
149,00:35.990,758,0,11,19.5,0.0,1.450,44.0,90,68,52,1,0.0,0.0,0,52,252,625,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,538,18.32
150,00:36.130,759,0,11,19.5,0.0,1.451,44.0,90,68,52,1,0.0,0.0,0,52,252,625,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,477,538,18.32
151,00:36.848,759,0,11,19.5,0.0,1.451,44.0,90,68,52,1,0.0,0.0,0,52,247,773,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,486,547,18.32
152,00:36.973,758,0,11,19.5,0.0,1.417,44.0,90,68,52,1,0.0,0.0,0,52,247,773,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,486,547,18.32
153,00:37.082,757,0,11,19.5,0.0,1.417,44.0,90,68,52,1,0.0,0.0,0,52,247,773,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,486,547,18.32
154,00:37.113,757,0,11,19.5,0.0,1.417,44.0,90,68,52,1,0.0,0.0,0,52,247,773,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,486,547,18.32
155,00:37.222,754,0,11,20.0,0.0,1.417,44.0,90,68,52,1,0.0,0.0,0,52,247,773,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,486,547,18.32
156,00:37.331,749,0,11,19.5,0.0,1.418,44.0,90,68,52,1,0.0,0.0,0,52,247,773,3.8,3.9,0.0,0.0,10.2,13.3,0.22,20,486,547,18.32
157,00:38.065,749,0,11,19.5,0.0,1.418,44.0,90,68,51,1,0.0,0.0,0,50,239,495,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
158,00:38.189,749,0,11,19.5,0.0,1.418,44.0,90,68,51,1,0.0,0.0,0,50,239,495,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
159,00:38.314,745,0,11,20.0,0.0,1.418,44.0,90,68,51,1,0.0,0.0,0,50,239,495,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
160,00:38.423,747,0,11,19.5,0.0,1.418,44.0,90,68,51,1,0.0,0.0,0,50,239,495,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
161,00:39.188,747,0,11,19.5,0.0,1.418,44.0,90,68,51,1,0.0,0.0,0,52,234,499,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
162,00:39.297,745,0,11,19.5,0.0,1.418,44.0,90,68,51,1,0.0,0.0,0,52,234,499,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
163,00:39.422,743,0,11,20.0,0.0,1.422,44.0,90,68,51,1,0.0,0.0,0,52,234,499,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
164,00:39.547,748,0,11,19.5,0.0,1.414,44.0,90,68,51,1,0.0,0.0,0,52,234,499,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,477,556,18.32
165,00:40.264,748,0,11,19.5,0.0,1.414,44.0,90,68,52,1,0.0,0.0,0,50,226,720,3.8,3.8,0.0,0.0,10.2,13.3,0.22,20,477,560,18.32
166,00:40.389,739,0,11,20.0,0.0,1.405,44.0,90,68,52,1,0.0,0.0,0,50,226,720,3.8,3.8,0.0,0.0,10.2,13.3,0.22,20,477,560,18.32
167,00:40.514,736,0,11,20.0,0.0,1.399,44.0,90,68,52,1,0.0,0.0,0,50,226,720,3.8,3.8,0.0,0.0,10.2,13.3,0.22,20,477,560,18.32
168,00:40.545,736,0,11,20.0,0.0,1.399,44.0,90,68,52,1,0.0,0.0,0,50,226,720,3.8,3.8,0.0,0.0,10.2,13.3,0.22,20,477,560,18.32
169,00:40.670,742,0,11,20.0,0.0,1.402,44.0,90,68,52,1,0.0,0.0,0,50,226,720,3.8,3.8,0.0,0.0,10.2,13.3,0.22,20,477,560,18.32
170,00:40.795,736,0,11,20.0,0.0,1.402,44.0,90,68,52,1,0.0,0.0,0,50,226,720,3.8,3.8,0.0,0.0,10.2,13.3,0.22,20,477,560,18.32
171,00:41.497,736,0,11,20.0,0.0,1.402,44.0,90,68,51,1,0.0,0.0,0,50,217,612,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,564,18.32
172,00:41.606,734,0,11,20.0,0.0,1.398,44.0,90,68,51,1,0.0,0.0,0,50,217,612,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,564,18.32
173,00:41.746,735,0,11,20.0,0.0,1.398,44.0,90,68,51,1,0.0,0.0,0,50,217,612,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,564,18.32
174,00:41.871,737,0,11,20.0,0.0,1.399,44.0,90,68,51,1,0.0,0.0,0,50,217,612,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,564,18.32
175,00:42.589,737,0,11,20.0,0.0,1.399,44.0,90,68,52,1,0.0,0.0,0,50,221,412,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,486,569,18.31
176,00:42.682,734,0,11,20.0,0.0,1.398,44.0,90,68,52,1,0.0,0.0,0,50,221,412,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,486,569,18.31
177,00:42.776,736,0,11,20.0,0.0,1.394,44.0,90,68,52,1,0.0,0.0,0,50,221,412,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,486,569,18.31
178,00:42.901,739,0,11,20.0,0.0,1.398,44.0,90,68,52,1,0.0,0.0,0,50,221,412,3.7,3.7,0.0,0.0,10.2,13.3,0.22,20,486,569,18.31
179,00:43.587,739,0,11,20.0,0.0,1.398,44.0,90,68,51,1,0.0,0.0,0,50,213,586,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,486,582,18.31
180,00:43.696,736,0,11,20.0,0.0,1.398,44.0,90,68,51,1,0.0,0.0,0,50,213,586,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,486,582,18.31
181,00:43.805,729,0,11,20.5,0.0,1.389,44.0,90,68,51,1,0.0,0.0,0,50,213,586,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,486,582,18.31
182,00:43.821,729,0,11,20.5,0.0,1.389,44.0,91,68,51,1,0.0,0.0,0,50,213,586,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,486,582,18.31
183,00:43.946,729,0,11,20.0,0.0,1.378,44.0,91,68,51,1,0.0,0.0,0,50,213,586,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,486,582,18.31
184,00:44.102,725,0,11,20.5,0.0,1.378,44.0,91,68,51,1,0.0,0.0,0,50,213,586,3.7,3.8,0.0,0.0,10.2,13.3,0.22,20,486,582,18.31
185,00:44.819,725,0,11,20.5,0.0,1.378,44.0,91,68,51,1,0.0,0.0,0,50,204,703,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,586,18.31
186,00:44.944,726,0,11,20.5,0.0,1.368,44.0,91,68,51,1,0.0,0.0,0,50,204,703,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,586,18.31
187,00:45.069,719,0,11,21.0,0.0,1.369,44.0,91,68,51,1,0.0,0.0,0,50,204,703,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,586,18.31
188,00:45.194,724,0,11,20.5,0.0,1.368,44.0,91,68,51,1,0.0,0.0,0,50,204,703,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,586,18.31
189,00:45.896,724,0,11,20.5,0.0,1.368,44.0,91,68,51,1,0.0,0.0,0,50,204,503,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
190,00:46.021,722,0,11,20.5,0.0,1.362,45.0,91,68,51,1,0.0,0.0,0,50,204,503,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
191,00:46.145,723,0,11,20.5,0.0,1.368,44.0,91,68,51,1,0.0,0.0,0,50,204,503,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
192,00:46.286,727,0,11,20.5,0.0,1.361,44.0,91,68,51,1,0.0,0.0,0,50,204,503,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
193,00:47.019,727,0,11,20.5,0.0,1.361,44.0,91,68,50,1,0.0,0.0,0,50,200,438,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
194,00:47.144,729,0,11,20.0,0.0,1.361,44.0,91,68,50,1,0.0,0.0,0,50,200,438,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
195,00:47.269,724,0,11,20.5,0.0,1.362,44.0,91,68,50,1,0.0,0.0,0,50,200,438,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
196,00:47.300,724,0,11,20.5,0.0,1.362,44.0,93,68,50,1,0.0,0.0,0,50,200,438,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
197,00:47.425,723,0,11,20.5,0.0,1.360,44.0,93,68,50,1,0.0,0.0,0,50,200,438,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
198,00:47.549,716,0,11,20.5,0.0,1.365,44.0,93,68,50,1,0.0,0.0,0,50,200,438,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,590,18.31
199,00:48.283,716,0,11,20.5,0.0,1.365,44.0,93,68,51,1,0.0,0.0,0,50,195,803,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,599,18.31
200,00:48.407,718,0,11,20.5,0.0,1.365,45.0,93,68,51,1,0.0,0.0,0,50,195,803,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,599,18.31
201,00:48.563,728,0,11,20.5,0.0,1.364,44.0,93,68,51,1,0.0,0.0,0,50,195,803,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,599,18.31
202,00:48.688,720,0,11,20.5,0.0,1.362,44.0,93,68,51,1,0.0,0.0,0,50,195,803,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,599,18.31
203,00:49.437,720,0,11,20.5,0.0,1.362,44.0,93,68,51,1,0.0,0.0,0,50,195,625,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,599,18.31
204,00:49.577,720,0,11,20.5,0.0,1.358,45.0,93,68,51,1,0.0,0.0,0,50,195,625,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,599,18.31
205,00:49.702,719,0,11,20.5,0.0,1.362,44.0,93,68,51,1,0.0,0.0,0,50,195,625,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,599,18.31
206,00:49.811,722,0,11,20.5,0.0,1.365,44.0,93,68,51,1,0.0,0.0,0,50,195,625,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,499,599,18.31
207,00:50.529,722,0,11,20.5,0.0,1.365,44.0,93,68,51,1,0.0,0.0,0,50,195,408,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,608,18.31
208,00:50.654,718,0,11,20.5,0.0,1.355,44.0,93,68,51,1,0.0,0.0,0,50,195,408,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,608,18.31
209,00:50.779,720,0,11,20.5,0.0,1.356,44.0,93,68,51,1,0.0,0.0,0,50,195,408,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,608,18.31
210,00:50.794,720,0,11,20.5,0.0,1.356,44.0,93,68,51,1,0.0,0.0,0,50,195,408,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,608,18.31
211,00:50.888,719,0,11,20.5,0.0,1.348,44.0,93,68,51,1,0.0,0.0,0,50,195,408,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,608,18.31
212,00:51.028,721,0,11,20.5,0.0,1.351,44.0,93,68,51,1,0.0,0.0,0,50,195,408,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,503,608,18.31
213,00:51.746,721,0,11,20.5,0.0,1.351,44.0,93,68,49,1,0.0,0.0,0,48,182,495,3.6,3.6,0.0,0.0,10.2,13.3,0.21,20,503,612,18.31
214,00:51.886,714,0,11,20.5,0.0,1.347,44.0,93,68,49,1,0.0,0.0,0,48,182,495,3.6,3.6,0.0,0.0,10.2,13.3,0.21,20,503,612,18.31
215,00:52.027,713,0,11,20.5,0.0,1.344,44.0,93,68,49,1,0.0,0.0,0,48,182,495,3.6,3.6,0.0,0.0,10.2,13.3,0.21,20,503,612,18.31
216,00:52.151,721,0,11,20.5,0.0,1.343,44.0,93,68,49,1,0.0,0.0,0,48,182,495,3.6,3.6,0.0,0.0,10.2,13.3,0.21,20,503,612,18.31
217,00:52.869,721,0,11,20.5,0.0,1.343,44.0,93,68,49,1,0.0,0.0,0,50,182,373,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
218,00:52.978,713,0,11,20.5,0.0,1.332,44.0,93,68,49,1,0.0,0.0,0,50,182,373,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
219,00:53.087,709,0,11,20.5,0.0,1.332,44.0,93,68,49,1,0.0,0.0,0,50,182,373,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
220,00:53.212,710,0,11,21.0,0.0,1.336,44.0,93,68,49,1,0.0,0.0,0,50,182,373,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
221,00:53.914,710,0,11,21.0,0.0,1.336,44.0,93,68,50,1,0.0,0.0,0,48,169,803,3.7,3.8,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
222,00:54.070,711,0,11,21.0,0.0,1.332,44.0,93,68,50,1,0.0,0.0,0,48,169,803,3.7,3.8,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
223,00:54.195,718,0,11,20.5,0.0,1.331,44.0,93,68,50,1,0.0,0.0,0,48,169,803,3.7,3.8,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
224,00:54.226,718,0,11,20.5,0.0,1.331,44.0,95,68,50,1,0.0,0.0,0,48,169,803,3.7,3.8,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
225,00:54.351,715,0,11,20.5,0.0,1.333,44.0,95,68,50,1,0.0,0.0,0,48,169,803,3.7,3.8,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
226,00:54.507,723,0,11,20.5,0.0,1.333,44.0,95,68,50,1,0.0,0.0,0,48,169,803,3.7,3.8,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
227,00:55.240,723,0,11,20.5,0.0,1.333,44.0,95,68,48,1,0.0,0.0,0,48,174,343,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,495,621,18.31
228,00:55.365,707,0,11,21.0,0.0,1.332,44.0,95,68,48,1,0.0,0.0,0,48,174,343,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,495,621,18.31
229,00:55.490,710,0,11,20.5,0.0,1.333,44.0,95,68,48,1,0.0,0.0,0,48,174,343,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,495,621,18.31
230,00:55.599,713,0,11,20.5,0.0,1.331,44.0,95,68,48,1,0.0,0.0,0,48,174,343,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,495,621,18.31
231,00:56.285,713,0,11,20.5,0.0,1.331,44.0,95,68,49,1,0.0,0.0,0,48,165,629,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,629,18.31
232,00:56.395,721,0,11,20.5,0.0,1.331,44.0,95,68,49,1,0.0,0.0,0,48,165,629,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,629,18.31
233,00:56.519,723,0,11,20.0,0.0,1.332,44.0,95,68,49,1,0.0,0.0,0,48,165,629,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,629,18.31
234,00:56.644,720,0,11,20.5,0.0,1.331,44.0,95,68,49,1,0.0,0.0,0,48,165,629,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,629,18.31
235,00:57.393,720,0,10,20.5,0.0,1.331,44.0,95,68,48,1,0.0,0.0,0,48,165,330,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
236,00:57.549,709,0,10,20.5,0.0,1.316,44.0,95,68,48,1,0.0,0.0,0,48,165,330,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
237,00:57.674,707,0,10,21.0,0.0,1.319,44.0,95,68,48,1,0.0,0.0,0,48,165,330,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
238,00:57.705,707,0,10,21.0,0.0,1.319,44.0,95,68,48,1,0.0,0.0,0,48,165,330,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
239,00:57.830,704,0,10,21.0,0.0,1.316,44.0,95,68,48,1,0.0,0.0,0,48,165,330,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
240,00:57.939,701,0,10,21.0,0.0,1.310,44.0,95,68,48,1,0.0,0.0,0,48,165,330,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,621,18.31
241,00:58.672,701,0,10,21.0,0.0,1.310,44.0,95,68,49,1,0.0,0.0,0,48,161,699,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,499,634,18.30
242,00:58.797,713,0,10,20.5,0.0,1.314,44.0,95,68,49,1,0.0,0.0,0,48,161,699,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,499,634,18.30
243,00:58.938,711,0,10,20.5,0.0,1.311,44.0,95,68,49,1,0.0,0.0,0,48,161,699,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,499,634,18.30
244,00:59.062,714,0,10,20.5,0.0,1.312,44.0,95,68,49,1,0.0,0.0,0,48,161,699,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,499,634,18.30
245,00:59.796,714,0,10,20.5,0.0,1.312,44.0,95,68,47,1,0.0,0.0,0,46,156,603,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
246,00:59.920,712,0,10,20.5,0.0,1.312,44.0,95,68,47,1,0.0,0.0,0,46,156,603,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
247,01:00.076,710,0,10,20.5,0.0,1.314,44.0,95,68,47,1,0.0,0.0,0,46,156,603,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
248,01:00.201,711,0,10,21.0,0.0,1.312,44.0,95,68,47,1,0.0,0.0,0,46,156,603,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
249,01:00.919,711,0,10,21.0,0.0,1.312,44.0,95,68,48,1,0.0,0.0,0,48,152,399,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
250,01:01.059,714,0,10,20.5,0.0,1.311,44.0,95,68,48,1,0.0,0.0,0,48,152,399,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
251,01:01.184,718,0,10,20.5,0.0,1.311,44.0,95,68,48,1,0.0,0.0,0,48,152,399,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
252,01:01.215,718,0,10,20.5,0.0,1.311,44.0,97,68,48,1,0.0,0.0,0,48,152,399,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
253,01:01.340,714,0,10,20.5,0.0,1.311,44.0,97,68,48,1,0.0,0.0,0,48,152,399,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
254,01:01.496,708,0,10,20.5,0.0,1.311,43.0,97,68,48,1,0.0,0.0,0,48,152,399,3.7,3.7,0.0,0.0,10.2,13.3,0.21,20,482,634,18.30
255,01:02.229,708,0,10,20.5,0.0,1.311,43.0,97,68,47,1,0.0,0.0,0,46,148,686,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,638,18.30
256,01:02.354,716,0,10,20.5,0.0,1.299,44.0,97,68,47,1,0.0,0.0,0,46,148,686,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,638,18.30
257,01:02.494,708,0,10,20.5,0.0,1.466,45.0,97,68,47,1,0.0,0.0,0,46,148,686,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,638,18.30
258,01:02.604,716,0,10,25.0,0.0,2.008,48.0,97,68,47,1,0.0,0.0,0,46,148,686,3.6,3.7,0.0,0.0,10.2,13.3,0.21,20,490,638,18.30
259,01:03.337,716,2,15,25.0,0.0,2.008,48.0,97,68,86,1,317.3,103.8,0,96,148,825,4.5,4.6,0.0,0.0,17.2,19.5,0.25,22,516,647,18.30
260,01:03.477,1063,2,15,29.5,0.0,2.321,47.0,97,68,86,1,317.3,103.8,0,96,148,825,4.5,4.6,0.0,0.0,17.2,19.5,0.25,22,516,647,18.30
261,01:03.633,1076,2,15,30.0,0.0,2.348,47.0,97,68,86,1,317.3,103.8,0,96,148,825,4.5,4.6,0.0,0.0,17.2,19.5,0.25,22,516,647,18.30
262,01:03.742,1094,2,15,30.5,0.0,2.321,45.0,97,68,86,1,317.3,103.8,0,96,148,825,4.5,4.6,0.0,0.0,17.2,19.5,0.25,22,516,647,18.30
263,01:04.491,1094,6,14,30.5,0.0,2.321,45.0,97,68,64,1,765.5,251.8,0,48,829,846,3.0,3.1,0.0,0.0,17.2,19.5,0.17,22,595,660,18.30
264,01:04.632,871,6,14,22.0,0.0,1.439,38.0,97,68,64,1,765.5,251.8,0,48,829,846,3.0,3.1,0.0,0.0,17.2,19.5,0.17,22,595,660,18.30
265,01:04.756,867,6,14,22.0,0.0,1.745,40.0,97,68,64,1,765.5,251.8,0,48,829,846,3.0,3.1,0.0,0.0,17.2,19.5,0.17,22,595,660,18.30
266,01:04.803,867,6,14,22.0,0.0,1.745,40.0,97,68,64,1,765.5,251.8,0,48,829,846,3.0,3.1,0.0,0.0,17.2,19.5,0.17,22,595,660,18.30
267,01:04.912,913,6,14,29.0,0.0,2.156,44.0,97,68,64,1,765.5,251.8,0,48,829,846,3.0,3.1,0.0,0.0,17.2,19.5,0.17,22,595,660,18.30
268,01:05.037,956,6,14,28.5,0.0,2.451,47.0,97,68,64,1,765.5,251.8,0,48,829,846,3.0,3.1,0.0,0.0,17.2,19.5,0.17,22,595,660,18.30
269,01:05.864,956,6,16,28.5,0.0,2.451,47.0,97,68,92,1,841.0,279.0,0,100,352,773,3.0,6.5,0.0,0.0,17.2,19.5,0.34,22,560,651,18.30
270,01:06.004,1512,6,16,34.5,0.0,4.303,56.0,97,68,92,1,841.0,279.0,0,100,352,773,3.0,6.5,0.0,0.0,17.2,19.5,0.34,22,560,651,18.30
271,01:06.129,1546,6,16,35.5,0.0,3.922,52.0,97,68,92,1,841.0,279.0,0,100,352,773,3.0,6.5,0.0,0.0,17.2,19.5,0.34,22,560,651,18.30
272,01:06.270,1557,6,16,38.0,0.0,2.206,41.0,97,68,92,1,841.0,279.0,0,100,352,773,3.0,6.5,0.0,0.0,17.2,19.5,0.34,22,560,651,18.30
273,01:06.987,1557,10,13,38.0,0.0,2.206,41.0,97,68,41,1,1367.3,447.3,0,30,959,864,2.5,2.5,0.0,0.0,8.6,10.9,0.14,21,655,681,18.30
274,01:07.112,1337,10,13,25.5,0.0,1.630,28.0,97,68,41,1,1367.3,447.3,0,30,959,864,2.5,2.5,0.0,0.0,8.6,10.9,0.14,21,655,681,18.30
275,01:07.237,1317,10,13,25.5,0.0,1.608,28.0,97,68,41,1,1367.3,447.3,0,30,959,864,2.5,2.5,0.0,0.0,8.6,10.9,0.14,21,655,681,18.30
276,01:07.330,1290,10,13,25.0,0.0,1.587,28.0,97,68,41,1,1367.3,447.3,0,30,959,864,2.5,2.5,0.0,0.0,8.6,10.9,0.14,21,655,681,18.30
277,01:08.032,1290,10,11,25.0,0.0,1.587,28.0,97,68,15,1,1271.8,416.3,0,14,911,846,2.4,2.4,0.0,0.0,5.5,5.5,0.14,21,642,668,18.29
278,01:08.157,1147,10,11,23.5,0.0,1.488,29.0,97,68,15,1,1271.8,416.3,0,14,911,846,2.4,2.4,0.0,0.0,5.5,5.5,0.14,21,642,668,18.29
279,01:08.313,1129,10,11,23.5,0.0,1.497,29.0,97,68,15,1,1271.8,416.3,0,14,911,846,2.4,2.4,0.0,0.0,5.5,5.5,0.14,21,642,668,18.29
280,01:08.344,1129,10,11,23.5,0.0,1.497,29.0,99,68,15,1,1271.8,416.3,0,14,911,846,2.4,2.4,0.0,0.0,5.5,5.5,0.14,21,642,668,18.29
281,01:08.500,1122,10,11,23.5,0.0,1.504,30.0,99,68,15,1,1271.8,416.3,0,14,911,846,2.4,2.4,0.0,0.0,5.5,5.5,0.14,21,642,668,18.29
282,01:08.625,1119,10,11,23.5,0.0,1.488,30.0,99,68,15,1,1271.8,416.3,0,14,911,846,2.4,2.4,0.0,0.0,5.5,5.5,0.14,21,642,668,18.29
283,01:09.421,1119,9,11,23.5,0.0,1.488,30.0,99,68,21,1,1131.0,369.0,0,20,174,820,2.6,2.6,0.0,0.0,5.5,5.5,0.15,21,534,655,18.29
284,01:09.561,1074,9,11,23.0,0.0,1.475,31.0,99,68,21,1,1131.0,369.0,0,20,174,820,2.6,2.6,0.0,0.0,5.5,5.5,0.15,21,534,655,18.29
285,01:09.670,1068,9,11,23.0,0.0,1.478,31.0,99,68,21,1,1131.0,369.0,0,20,174,820,2.6,2.6,0.0,0.0,5.5,5.5,0.15,21,534,655,18.29
286,01:09.811,1062,9,11,23.0,0.0,1.489,31.0,99,68,21,1,1131.0,369.0,0,20,174,820,2.6,2.6,0.0,0.0,5.5,5.5,0.15,21,534,655,18.29
287,01:10.544,1062,7,11,23.0,0.0,1.489,31.0,99,68,25,1,976.5,318.8,0,24,139,660,2.8,2.8,0.0,0.0,5.5,5.5,0.17,21,482,616,18.29
288,01:10.684,989,7,11,22.5,0.0,1.474,34.0,99,68,25,1,976.5,318.8,0,24,139,660,2.8,2.8,0.0,0.0,5.5,5.5,0.17,21,482,616,18.29
289,01:10.809,989,7,11,22.5,0.0,1.467,33.0,99,68,25,1,976.5,318.8,0,24,139,660,2.8,2.8,0.0,0.0,5.5,5.5,0.17,21,482,616,18.29
290,01:10.950,978,7,11,22.5,0.0,1.468,34.0,99,68,25,1,976.5,318.8,0,24,139,660,2.8,2.8,0.0,0.0,5.5,5.5,0.17,21,482,616,18.29
291,01:11.698,978,7,11,22.5,0.0,1.468,34.0,99,68,31,1,903.8,295.5,0,30,122,130,2.8,2.8,0.0,0.0,5.5,5.5,0.17,21,456,499,18.29
